Department,Country,City,Building,Branch,Assignment Group
IT Resources,France,Lyon,472 Orange Street,Branch 2,Group 130
IT Resources,France,Lyon,263 Hawthorne Avenue,Branch 1,Group 120
IT Resources,France,Lyon,257 Woodland Drive,Branch 8,Group 120
IT Resources,France,Lyon,257 Woodland Drive,Branch 1,Group 120
IT Resources,France,Lyon,361 Route 44,Branch 7,Group 120
IT Resources,France,Lyon,543 Chestnut Street,Branch 5,Group 120
IT Resources,France,Lyon,496 Holly Drive,Branch 6,Group 120
IT Resources,France,Lyon,795 Madison Court,Branch 3,Group 120
IT Resources,France,Lyon,374 9th Street,Branch 5,Group 120
IT Resources,France,Lyon,236 Park Drive,Branch 5,Group 114
IT Resources,France,Lyon,531 College Avenue,Branch 5,Group 114
IT Resources,France,Lyon,531 College Avenue,Branch 4,Group 114
IT Resources,France,Lyon,165 Ridge Avenue,Branch 3,Group 120
IT Resources,France,Lyon,500 Route 9,Branch 8,Group 130
IT Resources,France,Lyon,358 College Street,Branch 1,Group 120
IT Resources,France,Lyon,478 Williams Street,Branch 8,Group 120
IT Resources,France,Lyon,136 Myrtle Avenue,Branch 8,Group 120
IT Resources,France,Lyon,691 3rd Avenue,Branch 7,Group 119
IT Resources,France,Lyon,249 Woodland Drive,Branch 8,Group 134
IT Resources,France,Lyon,113 2nd Street East,Branch 8,Group 130
IT Resources,France,Lyon,104 Hawthorne Avenue,Branch 8,Group 119
IT Resources,France,Maisons Alfort,792 Summer Street,Branch 7,Group 120
IT Resources,France,Marcoussis,608 Laurel Drive,Branch 8,Group 120
IT Resources,France,Marcoussis,78 4th Street West,Branch 8,Group 120
IT Resources,France,Marcy L'Etoile,35 Penn Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,677 Meadow Lane,Branch 5,Group 136
IT Resources,France,Marcy L'Etoile,677 Meadow Lane,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,13 Cambridge Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,111 4th Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,484 Bank Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,132 Primrose Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,221 Durham Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,335 Circle Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,431 Route 1,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,64 Ann Street,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,520 Maple Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,25 Route 20,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,488 Edgewood Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,665 Rosewood Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,172 Grant Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,756 Ann Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,41 Arch Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,445 Hartford Road,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,445 Hartford Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,732 Main Street South,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,309 Warren Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,384 7th Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,288 Bay Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,548 Strawberry Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,636 Heather Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,221 9th Street West,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,490 Buckingham Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,74 Lincoln Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,518 Cedar Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,248 Oxford Court,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,263 6th Avenue,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,635 Catherine Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,657 Myrtle Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,645 Jefferson Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,699 Orchard Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,407 Rose Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,110 Ridge Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,374 Holly Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,50 Sunset Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,90 Clark Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,344 Mulberry Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,464 Brown Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,44 Clay Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,219 Cherry Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,542 Lafayette Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,366 Hawthorne Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,434 Grant Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,710 5th Street North,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,51 West Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,748 Canterbury Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,158 Forest Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,216 South Street,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,603 Broadway,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,63 Ridge Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,151 King Street,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,280 Lexington Court,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,343 Broad Street West,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,715 Windsor Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,660 Lilac Lane,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,314 Monroe Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,493 Church Street North,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,73 Spring Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,401 Chestnut Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,356 Route 29,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,457 Cambridge Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,451 Broad Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,333 River Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,290 Cedar Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,47 2nd Street West,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,585 Creek Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,256 Race Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,464 East Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,305 Bay Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,222 Spruce Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,608 Marshall Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,374 Cooper Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,84 Pearl Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,290 3rd Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,108 13th Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,74 Route 11,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,415 North Street,Branch 5,Group 136
IT Resources,France,Marcy L'Etoile,261 Lake Street,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,724 Clark Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,573 Oak Avenue,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,57 Route 32,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,728 Valley Road,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,327 Lafayette Avenue,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,781 Pheasant Run,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,739 1st Avenue,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,150 Fairview Road,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,592 Windsor Drive,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,772 Dogwood Lane,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,486 Hartford Road,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,486 Hartford Road,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,442 Garfield Avenue,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,723 Route 30,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,276 South Street,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,481 Adams Street,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,145 Devon Court,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,139 Catherine Street,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,467 5th Street South,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,98 B Street,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,532 Brandywine Drive,Branch 2,Group 136
IT Resources,France,Marcy L'Etoile,138 Franklin Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,289 6th Street,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,350 2nd Street West,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,222 Roberts Road,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,115 Fawn Court,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,757 Evergreen Drive,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,409 Devon Court,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,634 Route 7,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,14 Brown Street,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,340 Route 17,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,728 Ivy Lane,Branch 7,Group 136
IT Resources,France,Marcy L'Etoile,649 Franklin Court,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,536 Bayberry Drive,Branch 6,Group 136
IT Resources,France,Marcy L'Etoile,390 Augusta Drive,Branch 1,Group 136
IT Resources,France,Marcy L'Etoile,292 Elizabeth Street,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,179 Canal Street,Branch 4,Group 136
IT Resources,France,Marcy L'Etoile,372 Surrey Lane,Branch 8,Group 136
IT Resources,France,Marcy L'Etoile,336 3rd Street East,Branch 1,Group 136
IT Resources,France,Marly La Ville,347 Route 100,Branch 7,Group 120
IT Resources,France,Merial Lagnieu,530 Park Drive,Branch 7,Group 150
IT Resources,France,Merial Lyon,607 Chestnut Street,Branch 7,Group 120
IT Resources,France,Merial Lyon 2,428 6th Street West,Branch 7,Group 120
IT Resources,France,Montpellier,411 Overlook Circle,Branch 7,Group 138
IT Resources,France,Montpellier,486 Warren Avenue,Branch 5,Group 138
IT Resources,France,Montpellier,715 Jefferson Court,Branch 6,Group 138
IT Resources,France,Montpellier,575 Fairview Road,Branch 6,Group 138
IT Resources,France,Montpellier,230 Devon Road,Branch 5,Group 138
IT Resources,France,Montpellier,493 Franklin Street,Branch 5,Group 138
IT Resources,France,Montpellier,510 Belmont Avenue,Branch 4,Group 138
IT Resources,France,Montpellier,456 Market Street,Branch 4,Group 138
IT Resources,France,Montpellier,319 Howard Street,Branch 4,Group 138
IT Resources,France,Montpellier,516 Ridge Road,Branch 4,Group 138
IT Resources,France,Montpellier,713 Cedar Court,Branch 4,Group 138
IT Resources,France,Montpellier,511 Route 27,Branch 4,Group 138
IT Resources,France,Montpellier,79 Aspen Drive,Branch 8,Group 138
IT Resources,France,Montpellier,400 Elizabeth Street,Branch 4,Group 138
IT Resources,France,Montpellier,331 New Street,Branch 4,Group 138
IT Resources,France,Montpellier,69 2nd Street,Branch 4,Group 138
IT Resources,France,Montpellier,396 Henry Street,Branch 4,Group 138
IT Resources,France,Montpellier,25 Cottage Street,Branch 4,Group 138
IT Resources,France,Montpellier,151 Schoolhouse Lane,Branch 4,Group 138
IT Resources,France,Montpellier,407 Hillside Drive,Branch 8,Group 138
IT Resources,France,Montpellier,543 Poplar Street,Branch 4,Group 138
IT Resources,France,Montpellier,143 4th Street South,Branch 4,Group 138
IT Resources,France,Montpellier,463 8th Street,Branch 6,Group 138
IT Resources,France,Montpellier,673 Cleveland Avenue,Branch 4,Group 138
IT Resources,France,Montpellier,479 Delaware Avenue,Branch 4,Group 138
IT Resources,France,Montpellier,250 Park Place,Branch 6,Group 138
IT Resources,France,Montpellier,255 Cedar Street,Branch 4,Group 138
IT Resources,France,Montpellier,350 Briarwood Court,Branch 4,Group 138
IT Resources,France,Montpellier,230 Market Street,Branch 4,Group 138
IT Resources,France,Montpellier,147 Laurel Street,Branch 4,Group 138
IT Resources,France,Montrouge,407 Poplar Street,Branch 7,Group 124
IT Resources,France,Montrouge,407 Poplar Street,Branch 8,Group 124
IT Resources,France,Montrouge,478 Valley Road,Branch 7,Group 124
IT Resources,France,Montrouge,426 Monroe Street,Branch 7,Group 124
IT Resources,France,Montrouge,142 Sycamore Drive,Branch 7,Group 124
IT Resources,France,Montrouge,489 Pearl Street,Branch 7,Group 124
IT Resources,France,Montrouge,239 Broadway,Branch 7,Group 124
IT Resources,France,Montrouge,724 8th Street,Branch 8,Group 124
IT Resources,France,Mourenx,682 Mechanic Street,Branch 7,Group 120
IT Resources,France,Nancy,390 Ivy Lane,Branch 1,Group 120
IT Resources,France,Neuville - Pasteur,467 5th Street North,Branch 7,Group 140
IT Resources,France,Neuville - Pasteur,527 North Avenue,Branch 8,Group 140
IT Resources,France,Neuville - Pasteur,653 Orange Street,Branch 8,Group 140
IT Resources,France,Neuville - Pasteur,774 Maple Street,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,736 Oxford Road,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,465 Division Street,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,533 Sherman Street,Branch 8,Group 140
IT Resources,France,Neuville - Pasteur,518 Clark Street,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,552 Adams Avenue,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,637 Main Street,Branch 1,Group 140
IT Resources,France,Neuville - Pasteur,491 2nd Street North,Branch 8,Group 140
IT Resources,France,Neuville - Pasteur,150 Laurel Lane,Branch 8,Group 140
IT Resources,France,Neuville - Pasteur,662 Ann Street,Branch 4,Group 140
IT Resources,France,Neuville Sur Saone,497 Hamilton Road,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,497 Hamilton Road,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,169 Ridge Road,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,169 Ridge Road,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,558 6th Street North,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,558 6th Street North,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,216 9th Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,216 9th Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,653 Clark Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,653 Clark Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,682 East Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,682 East Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,124 Jefferson Court,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,124 Jefferson Court,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,508 Center Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,508 Center Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,378 5th Street North,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,378 5th Street North,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,526 Fairview Avenue,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,526 Fairview Avenue,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,690 Valley View Drive,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,690 Valley View Drive,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,467 Cedar Court,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,467 Cedar Court,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,563 Pleasant Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,563 Pleasant Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,260 Cypress Court,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,260 Cypress Court,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,684 Church Street North,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,684 Church Street North,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,228 Route 202,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,228 Route 202,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,796 State Street East,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,796 State Street East,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,552 Durham Road,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,552 Durham Road,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,25 Oak Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,25 Oak Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,581 Rose Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,581 Rose Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,206 7th Avenue,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,206 7th Avenue,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,637 10th Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,637 10th Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,16 Olive Street,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,16 Olive Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,447 Schoolhouse Lane,Branch 8,Group 140
IT Resources,France,Neuville Sur Saone,447 Schoolhouse Lane,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,467 5th Street North,Branch 7,Group 140
IT Resources,France,Neuville Sur Saone,704 Main Street North,Branch 3,Group 140
IT Resources,France,Neuville Sur Saone,339 Hudson Street,Branch 3,Group 140
IT Resources,France,Neuville Sur Saone,144 Jefferson Court,Branch 3,Group 140
IT Resources,France,Neuville Sur Saone,527 North Avenue,Branch 6,Group 140
IT Resources,France,Neuville Sur Saone,293 Cooper Street,Branch 3,Group 140
IT Resources,France,Neuville Sur Saone,99 Victoria Court,Branch 3,Group 140
IT Resources,France,Neuville Sur Saone,653 Orange Street,Branch 6,Group 140
IT Resources,France,Neuville Sur Saone,774 Maple Street,Branch 1,Group 140
IT Resources,France,Neuville Sur Saone,736 Oxford Road,Branch 6,Group 140
IT Resources,France,Neuville Sur Saone,465 Division Street,Branch 6,Group 140
IT Resources,France,Neuville Sur Saone,533 Sherman Street,Branch 2,Group 140
IT Resources,France,Neuville Sur Saone,518 Clark Street,Branch 2,Group 140
IT Resources,France,Neuville Sur Saone,552 Adams Avenue,Branch 11,Group 140
IT Resources,France,Neuville Sur Saone,637 Main Street,Branch 1,Group 140
